ItemNumber,Xpos,Ypos,image,Species,Annotator
841,13675.5 px,8703.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
842,13890.5 px,9188.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
843,14134.5 px,9497.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
844,14048.5 px,9423.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
845,13661.5 px,12460.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
846,13283.5 px,12789.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
847,13290.5 px,12746.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
848,13078.5 px,13636.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
849,13223.5 px,13931.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
850,13238.5 px,15506.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
851,13272.5 px,15913.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
852,14047.5 px,19462.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
853,13251.5 px,20122.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
854,13242.5 px,20952.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
855,13876.5 px,20929.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
856,13898.5 px,20873.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
857,13836.5 px,21306.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
858,13619.5 px,21280.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
859,13529.5 px,22444.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
860,13237.5 px,23167.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
861,12120.5 px,5631.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
862,12075.5 px,5945.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
863,12837.5 px,12937.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
864,12479.5 px,14311.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
865,12173.5 px,20010.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
866,12410.5 px,19866.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
867,12667.5 px,22692.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
868,12279.5 px,23808.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
869,11943.5 px,23871.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
870,11886.5 px,24158.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
871,10808.5 px,7320.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
872,10686.5 px,9957.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
873,10892.5 px,13233.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
874,11536.5 px,14207.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
875,11035.5 px,13802.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
876,10558.5 px,17757.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
877,11223.5 px,17547.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
878,11687.5 px,17573.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
879,10640.5 px,22758.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
880,10985.5 px,24249.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
881,10799.5 px,24613.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
882,10844.5 px,24463.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
883,10702.5 px,24411.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
884,10666.5 px,24327.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
885,10895.5 px,24193.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
886,10588.5 px,24777.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
887,10463.5 px,24937.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
888,10499.5 px,25230.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
889,10549.5 px,25270.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
890,11292.5 px,25639.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
891,10982.5 px,25681.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
892,11151.5 px,25976.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
893,11436.5 px,26419.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
894,11387.5 px,26572.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
895,11143.5 px,26221.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
896,10262.5 px,7348.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
897,10325.5 px,7195.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
898,10114.5 px,8903.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
899,10390.5 px,9955.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
900,10410.5 px,10650.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
901,10440.5 px,11329.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
902,9964.5 px,20041.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
903,9952.5 px,20715.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
904,10180.5 px,22970.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
905,9956.5 px,24904.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
906,9529.5 px,25877.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
907,9773.5 px,26226.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
908,9684.5 px,26329.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
909,9469.5 px,26322.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
910,9475.5 px,26194.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
911,9702.5 px,26465.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
912,10028.5 px,26948.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
913,9545.5 px,27826.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
914,9399.5 px,27493.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
915,9937.5 px,30316.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
916,8980.5 px,10434.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
917,8028.5 px,15518.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
918,8356.5 px,15663.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
919,8036.5 px,16035.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
920,8917.5 px,16068.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
921,8280.5 px,16840.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
922,8244.5 px,16922.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
923,8398.5 px,16958.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
924,8454.5 px,17082.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
925,8391.5 px,17084.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
926,8156.5 px,17687.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
927,8479.5 px,19219.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
928,8356.5 px,19590.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
929,8425.5 px,20024.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
930,8131.5 px,19975.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
931,7955.5 px,22352.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
932,8847.5 px,22343.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
933,8901.5 px,22196.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
934,8175.5 px,24118.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
935,8712.5 px,24318.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
936,8072.5 px,24493.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
937,8401.5 px,25550.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
938,8628.5 px,26436.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
939,7382.5 px,14187.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
940,7597.5 px,14123.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
941,7705.5 px,14033.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
942,7012.5 px,14727.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
943,7418.5 px,14663.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
944,7434.5 px,14735.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
945,7761.5 px,15005.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
946,7127.5 px,15474.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
947,7881.5 px,18965.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
948,6728.5 px,19696.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
949,7517.5 px,20332.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
950,7162.5 px,20596.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
951,7351.5 px,20596.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
952,7721.5 px,21960.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
953,5247.5 px,33942.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
954,5300.5 px,34183.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
955,5012.5 px,34036.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
956,4955.5 px,34182.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
957,4347.5 px,35412.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
958,4392.5 px,35085.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
959,3332.5 px,32894.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Wood Stork,HC
960,20750.5 px,35022.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
961,19441.5 px,33526.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
962,19167.5 px,33327.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
963,18918.5 px,33436.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
964,19953.5 px,32997.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
965,20050.5 px,32020.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
966,19573.5 px,32214.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
967,19665.5 px,32608.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
968,19585.5 px,32445.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
969,21150.5 px,30498.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
970,20999.5 px,30381.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
971,21292.5 px,30505.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
972,21791.5 px,31144.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
973,20254.5 px,29256.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
974,20250.5 px,29673.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
975,20166.5 px,29580.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
976,18140.5 px,28587.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
977,11964.5 px,10233.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
978,12060.5 px,10387.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
979,12103.5 px,10513.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
980,12005.5 px,10495.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
981,12203.5 px,10444.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
982,12192.5 px,10544.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
983,12182.5 px,10355.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
984,12261.5 px,10294.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
985,12285.5 px,10422.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
986,12386.5 px,10552.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
987,12607.5 px,10504.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
988,12536.5 px,10547.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
989,12303.5 px,10779.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
990,12408.5 px,10664.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
991,12650.5 px,10725.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
992,12039.5 px,10610.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
993,12065.5 px,10648.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
994,12040.5 px,10749.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
995,11961.5 px,10687.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
996,12217.5 px,10913.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
997,12336.5 px,10961.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
998,12175.5 px,11004.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
999,12086.5 px,11045.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1000,11945.5 px,10992.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1001,12121.5 px,10939.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1002,12450.5 px,10714.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1003,12680.5 px,11719.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1004,12055.5 px,11640.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1005,7923.5 px,14535.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1006,7886.5 px,14563.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1007,7926.5 px,14594.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1008,8312.5 px,14488.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1009,8995.5 px,12493.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1010,6056.5 px,30382.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1011,6120.5 px,30262.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1012,6185.5 px,30193.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1013,6197.5 px,30522.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1014,6199.5 px,30573.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1015,6168.5 px,30619.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1016,6200.5 px,30661.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1017,6155.5 px,30698.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1018,6143.5 px,30658.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1019,6146.5 px,30575.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1020,6097.5 px,30741.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1021,6009.5 px,30787.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1022,6421.5 px,30408.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1023,5336.5 px,26992.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1024,5369.5 px,27046.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1025,5612.5 px,27297.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1026,5938.5 px,27660.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1027,5888.5 px,27628.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1028,5912.5 px,27536.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1029,5902.5 px,27573.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1030,5902.5 px,27486.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1031,5955.5 px,27494.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1032,6031.5 px,27367.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1033,6204.5 px,27359.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1034,6059.5 px,27598.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1035,6153.5 px,27669.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1036,6089.5 px,27521.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1037,5623.5 px,27704.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1038,5534.5 px,27578.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1039,5903.5 px,27971.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1040,5542.5 px,27949.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1041,5928.5 px,28865.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1042,5923.5 px,28785.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1043,5999.5 px,28840.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1044,5704.5 px,28457.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1045,5780.5 px,28481.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1046,5771.5 px,28579.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1047,5784.5 px,28566.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1048,5342.5 px,28626.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1049,4959.5 px,28523.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1050,5118.5 px,28465.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1051,3382.5 px,19442.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1052,4764.5 px,19752.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1053,4471.5 px,19576.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1054,5166.5 px,19735.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1055,5108.5 px,19479.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1056,5583.5 px,19569.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1057,5595.5 px,20046.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1058,5270.5 px,20314.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1059,5256.5 px,20423.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1060,5000.5 px,20368.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1061,4950.5 px,20360.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1062,5247.5 px,20369.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1063,5197.5 px,20362.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1064,7365.5 px,8442.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1065,7714.5 px,8555.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1066,7621.5 px,8556.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1067,7301.5 px,8395.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1068,7823.5 px,8257.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1069,7492.5 px,9473.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1070,7548.5 px,9359.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1071,6797.5 px,13471.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1072,6789.5 px,13527.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1073,6775.5 px,13623.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1074,6826.5 px,13571.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1075,6932.5 px,13513.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1076,7006.5 px,13592.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1077,6846.5 px,13798.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1078,5883.5 px,14184.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1079,5942.5 px,14152.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1080,6086.5 px,14080.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1081,6130.5 px,14071.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1082,6305.5 px,14153.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1083,6499.5 px,14022.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1084,6358.5 px,13752.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1085,5530.5 px,14193.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1086,5641.5 px,14106.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1087,5707.5 px,14112.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1088,5667.5 px,14036.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1089,6649.5 px,14332.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1090,6945.5 px,14244.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1091,7305.5 px,14523.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1092,6006.5 px,13440.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1093,6043.5 px,13268.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1094,5964.5 px,12947.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1095,6278.5 px,12771.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1096,3993.5 px,26072.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1097,4034.5 px,26121.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1098,4088.5 px,26173.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1099,3896.5 px,26351.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1100,4439.5 px,26173.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1101,4387.5 px,26153.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1102,4358.5 px,25891.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1103,4207.5 px,25986.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1104,3979.5 px,25821.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1105,11247.5 px,12641.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1106,11319.5 px,12567.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1107,11059.5 px,12976.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1108,9580.5 px,11709.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1109,9388.5 px,13335.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1110,9466.5 px,13170.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1111,9595.5 px,13042.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1112,9428.5 px,15061.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1113,10204.5 px,15625.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1114,10258.5 px,15484.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1115,10135.5 px,15473.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1116,10066.5 px,15569.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1117,9912.5 px,15596.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1118,9326.5 px,15930.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1119,9582.5 px,20937.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1120,10360.5 px,23532.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1121,8750.5 px,12216.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
